item_name,item_id,item_category_id
龙园号,19216,40
龙圆号,20201,40
龙云,21532,59
龙云挂面,19215,37
龙之城,20200,40
隆中,21531,59
隆中汽车,19210,40
龙珠宝贝,21530,55
龙子,19212,40
陋室铭,19211,40
楼外楼,20209,40
六安瓜片,20208,37
璐比,21539,40
路德,20207,37
路德杯子,21538,40
路德毛巾,20206,40
露得清,21537,40
路德浴巾,20205,40
路航,21536,55
路航导航,20204,37
鲁花,21535,55
鲁花精油,10888,43
露华浓,10887,55
璐久,10889,55
炉具,10880,40
露卡素,10882,40
鲁抗,10881,37
禄来,10884,37
露露,19218,40
噜噜家纺,10883,40
露美娜诗,19217,40
露娜,10886,55
鲁南,10885,37
露茜,19219,55
鲁秦,15929,72
庐山云雾,21509,66
卢氏,21508,66
路特仕,21507,30
路腾,21503,43
路腾导航,21502,43
鹿王,10855,37
鲁西,10854,40
鲁西化肥,10857,40
璐瑶,15835,40
露益,10856,37
路伊梵,10859,40
路易摩登,10858,40
路易威登,10851,40
路易雪莱,10850,40
录音笔,10853,40
路由器,10852,40
伦飞,21512,66
轮胎,21511,66
洛贝,21510,66
洛玻,21519,40
洛玻玻璃,21518,69
罗帛丝,21517,66
罗敦司德,21516,66
罗夫罗伦,21515,66
罗格朗,21514,66
罗技,21513,66
罗莱,10866,40
罗莱家纺,10868,40
罗兰,10867,40
洛莉塔,10869,40
罗马,10860,37
罗马瓷砖,586,77
罗曼蒂克,10862,37
洛曼琪,10861,40
罗蒙,10829,40
洛佩兹,10833,40
罗莎,10832,40
罗莎饼屋,10835,40
罗莎糕点,10834,40
罗氏,1245,41
骆驼,10837,37
骆驼唛,10836,40
洛娃,10839,40
罗西尼,10838,40
螺旋藻,10831,40
罗医生,10830,37
洛兹,10844,38
绿博,10843,40
绿茶,10846,40
绿茶茶叶,10845,40
绿得,10848,40
绿的,10847,40
绿的猫粮,10849,40
绿得奶糖,16054,64
绿点,10840,40
绿点皮包,10842,55
绿豆蛙,10841,40
绿海,20299,37
绿海塑料,20298,40
绿箭,20297,37
绿力,20296,40
绿亮,20295,37
绿亮电瓶,20294,41
绿牌,20293,41
旅情,20292,40
绿伞,20291,40
绿色家园,20290,40
绿盛,11625,37
绿舒,20277,40
绿太阳,19287,55
绿叶,20276,40
绿叶滤镜,19286,57
绿茵,20275,37
绿茵家饰,19289,67
绿元,20274,40
绿源,19283,57
绿源电瓶,19285,55
旅之星,19284,55
绿之绣,19281,43
绿中缘,19280,43
玛贝拉,20272,37
马博士,20271,40
马大姐,20270,40
玛帝,20289,37
玛帝床垫,20288,55
马帝尔德,19298,57
马爹利,20287,55
吗丁啉,16812,78
玛尔,19297,43
妈富隆,20286,37
马盖先,11274,31
马钢,20285,40
马钢钢材,20284,40
玛格,19296,30
马哥孛罗,19290,67
玛格家居,19292,57
玛格丽娜,19291,67
玛花,10318,40
玛姬儿,20282,40
马基高,20281,40
麻将机,12591,40
麻将桌,20280,41
马可,20258,40
马克宝迪,21589,40
马克笔,20257,40
马可笔,21588,40
马可波罗,20256,40
马可钢笔,21587,40
马克华菲,20255,40
马克西姆,21586,40
马兰,20254,40
马兰仕,21585,40
马兰士,20253,40
马利,21584,40
马利笔,20252,40
马利钢笔,21583,40
玛丽莎,20251,40
玛鲁哈,21582,40
玛露美,20259,40
妈妈喂,20250,40
妈咪宝贝,21581,40
玛米玛卡,21580,40
妈咪秘密,20269,40
妈咪丫妮,20268,40
妈喃,21599,55
玛萨,20267,40
玛萨拉蒂,21598,55
马狮麟,20266,40
玛特纳,21597,55
马桶,20265,40
马头,20264,40
玛雅,20263,40
玛雅声卡,21594,58
马应龙,20262,40
马自达,21593,58
迈巴赫,3800,55
麦宝,20261,40
麦博,21592,58
麦博耳机,20260,40
脉博士,21591,40
麦博音响,21590,40
麦博音箱,19247,40
迈创,20236,40
迈创显卡,21567,38
麦当劳,19246,40
麦德龙,20235,40
麦地郎,21566,40
脉动,19249,58
麦尔,20234,40
麦尔熨斗,21565,55
迈高,19248,58
迈高奶粉,20233,40
麦金利,21564,58
麦咖啡,19243,40
麦卡伦,20232,40
迈克,21563,58
迈科,19242,40
麦可,20231,40
麦克风,21562,55
麦可功放,19245,40
麦克维,20230,37
麦克维德,21561,55
麦乐,19244,40
麦乐帽子,21560,40
麦乐棉衣,19241,40
麦片,19240,37
麦琪,20239,40
迈瑞,20238,40
麦莎,21569,55
麦斯威尔,20237,40
麦太保,21568,57
卖炭翁,11416,37
卖碳翁,14617,65
迈腾,19258,57
迈腾汽车,20247,40
迈拓,21578,40
迈拓硬盘,20246,40
卖旺,21577,37
卖旺烤鸭,20245,40
迈威,21576,58
迈威内存,19259,43
麦哲伦,20244,40
麦兹邦威,21575,40
曼芭,20243,40
曼波鱼,21574,57
曼波鱼屋,20242,40
漫步者,21573,40
曼富图,20241,40
曼哥夫,21572,38
慢活,20240,40
蔓露卡,21571,55
曼妮芬,19252,58
曼诗贝丹,19251,58
螨婷,20249,40
曼妥思,20248,40
曼秀雷敦,21579,40
蔓延,21570,55
漫音,3390,59
满月,16811,78
满月牌,9559,40
茂迪,14866,37
茂迪电池,20726,72
矛盾,9558,40
茂杭州,850,77
毛巾,17453,40
猫粮,9201,61
毛毛雨,9202,61
猫人,9200,61
茂盛年华,9205,61
茅台,20199,40
毛毯,9206,61
猫王,20198,58
茂祥,9203,61
毛蟹,20197,49
毛蟹茶叶,9204,61
猫眼,20196,49
茂源,20193,49
美安居,20192,49
美澳健,20191,49
美奥特,20190,30
每伴,9212,61
美伴家,9213,61
每伴米粉,9210,61
美宝莲,9211,61
美标,9216,63
美步,9217,63
美产安利,9214,61
美驰,9215,46
美达斯,9209,61
美德乐,9207,61
美得丽,9208,61
美得理,9223,43
美的,9224,43
美迪卡鹿,9221,43
美谛嗣,9222,43
美电贝尔,9227,43
魅鼎,9228,43
美度,9225,43
美度手表,9226,43
美敦力,10811,40
美尔固,10813,37
美尔凯特,6467,28
美尔络,10812,40
美丰,10815,40
美丰化肥,10814,40
美孚,10817,37
美芙乐,10816,40
美孚石油,9219,57
美高仪,9235,57
美格,9232,43
美格菲,9239,43
玫阁家居,9236,30
美光,9237,43
玫瑰,10819,40
玫瑰罗曼,10818,40
玫瑰星,9230,43
美国爱康,9231,43
美国会好,10822,37
美国酷秀,10821,37
美国骆驼,10824,40
美国苹果,10823,40
美国网件,10826,40
美好,10825,37
美好家,10828,38
美好香肠,10827,37
梅花,9229,43
美画,15744,40
美画家饰,10820,40
美画生活,9245,8
玫花之馨,9246,80
美辉,9244,80
美即,9249,8
美即面膜,9247,8
美肌水,9248,80
美极鲜,9241,8
美嘉,9240,73
美家,21802,43
美嘉餐具,20844,72
美加净,9256,66
美嘉毛巾,9257,66
美家毛巾,9254,80
美家堂,9255,8
美嘉浴巾,9258,66
美家浴巾,9259,66
梅捷,9252,80
梅捷主板,9253,8
美津浓,9250,80
美津植秀,9251,8
美晶,10800,37
美晶酒柜,10802,40
美居乐,10801,37
美居雅,10804,40
美康生物,10803,40
美柯,9267,66
美科,9268,66
魅可,9265,66
美可高特,9266,66
美克美家,9269,66
梅兰日兰,9260,66
美利达,9263,66
美利发,9264,66
梅里亚,9261,66
美联,9262,66
梅林,9277,69
梅林罐头,13940,55
玫琳凯,9270,66
美羚,13517,2
美菱,9271,66
美羚羊奶,9274,62
美罗,9275,62
美满,9272,66
美美小姐,9273,66
美媚之恋,9289,66
美眉最爱,9287,66
美梦思,9288,66
美妙,9281,62
美能达,9282,62
美宁,9280,62
美宁罐头,9285,77
媚妞,9286,66
美侬,9284,77
美浓屋,18901,40
美然灯饰,253,45
美日康,9298,62
美容工具,9299,62
美容院,9292,66
美如画,9293,66
梅赛德斯,9290,66
美神,9291,66
美神皮床,9296,62
美神软床,9297,62
美声,9294,66
美声音箱,9295,62
美时,18014,43
美食传说,20335,72
美食记,21666,40
美时家居,18015,54
每时乐,21665,40
美术用品,18016,49
美思,20333,72
美斯凯,21664,40
美思内衣,18017,43
美思睡衣,19347,54
美斯特,20332,72
美素,21663,37
美索,18010,49
美泰,20331,72
美泰玩具,21662,40
美涛,18011,43
美缇,20330,62
美体考究,21661,40
美体小铺,7776,23
美瞳,18012,43
美瞳眼镜,21660,37
美涂士,18013,43
美味鲜,20338,72
美未央,21669,40
美心,20337,72
美欣达,21668,40
美心木门,21667,40
美欣雅,18018,57
美心月饼,18019,30
美星,19349,57
美雅,18025,70
美雅毛毯,19357,43
美扬,20346,72
美耀邦,21677,40
美亿佳,18026,70
美怡乐,19356,43
美伊娜多,20345,72
美伊尚品,21676,40
魅音,18027,70
美茵斯,19359,62
魅影,21675,40
美源,18028,70
美乐,19358,62
美约,21674,37
美乐宝,18021,43
美乐啤酒,20342,72
美乐时,21673,38
美赞臣,18022,49
美珍香,20341,72
美智宝,21672,38
美之娇,18023,54
美之良,20340,72
美汁源,21671,40
美智子,18024,70
美洲豹,21670,40
美洲虎,11116,37
美洲狮,18020,30
美兹,19350,43
魅族,21679,40
美族鱼,20347,72
蒙芭拉,21678,40
梦迪安娜,18029,70
蒙迪欧,20313,37
梦浩,21644,41
梦浩家纺,19323,77
梦幻年华,20312,38
梦佳娜,21643,41
梦洁,20311,40
梦洁丝语,21642,37
梦洁蚊帐,20310,40
梦客,21641,39
梦莱,19320,43
梦莱泳衣,21640,40
梦兰,19322,77
梦涟娜,19321,43
梦龙,20319,40
梦龙雪糕,20318,40
梦露,21649,40
猛犸象,20317,40
梦美思,21648,37
梦娜,20316,37
蒙娜丽莎,21647,37
梦娜内衣,20315,37
梦娜袜子,21646,40
蒙牛,20314,40
蒙努,21645,37
蒙努皮衣,10998,40
蒙努沙发,10997,40
蒙奇奇,10999,40
蒙乾,10990,40
蒙乾工艺,10992,37
孟氏,10991,40
猛士,10994,37
梦舒雅,10993,40
梦丝家,10996,37
梦特娇,10995,40
梦特娇笔,18003,40
梦天,20324,40
蒙恬,21655,37
梦天木门,18004,40
梦甜甜,20323,40
梦天姿,21654,40
梦仙奴,18005,37
梦想家,20322,40
孟宗,21653,40
孟宗拖鞋,18006,40
孟宗枕头,20321,40
迷城恋,21652,37
蜜儿恋,20320,37
米梵,21651,40
米菲,18000,37
米菲兔,21650,40
蜜粉,18001,40
米高,18002,37
迷糊娃娃,20328,43
米卡,21659,40
米卡萨,20327,43
米兰,21658,40
米兰春天,21657,37
密理,21656,40
米洛,18007,37
米洛沙发,8821,65
咪咪,18008,37
咪蜜儿,18009,41
米尼,21622,41
米妮蜜,21621,41
迷你屋,21620,40
米诺,21629,40
米诺床垫,21628,37
米诺枕头,21627,40
米奇,21626,40
米旗,2189,59
米琪儿,21625,41
米其林,21624,37
迷人居,21623,38
谜尚,10976,37
密丝佛陀,10975,37
米熊,10978,37
米亚洁具,10979,37
面霸,19309,49
面霸泡面,10970,40
面包车,16143,64
面包新语,10972,37
面点王,10971,40
棉朵,10974,37
面粉,19308,49
面膜,10973,37
面盆,19307,49
免漆门,19313,57
面霜,20302,37
绵竹大曲,20301,40
妙巴,19315,57
妙洁,20300,40
妙趣家园,21631,40
妙思乐,19314,57
妙缘,21630,40
妙缘沙发,19311,54
灭虫宁,19310,54
灭蚊灯,20309,40
灭蚊器,20308,40
敏定偶,21639,37
闵辉,20307,41
民生,21638,40
闽绣,20306,41
茗邦,21637,37
名帛,20305,40
名帛抱枕,20304,37
明超,20303,40
明超蚊帐,10987,37
名成企业,10986,38
名典,10989,40
名典咖啡,10988,40
名典屋,10981,40
名雕,10980,40
铭尔氏,10983,40
明峰,19317,57
铭徽,10982,40
明基,19316,57
名匠,10985,40
名匠装潢,19319,75
名匠装饰,10984,40
明景,19318,57
铭咖啡,21600,40
茗康,21608,40
明可达,21607,40
明亮,21606,40
名流,21605,40
名门闺秀,21604,40
名派,21603,40
明牌,21602,40
名牌包,21601,37
铭让生物,10954,37
名人,10953,40
茗仁,10956,40
明仁牌,10955,55
茗熔,10958,40
名瑞,10957,37
明锐,10959,40
名瑞婚纱,10950,43
明锐汽车,10952,40
明润珍珠,10951,40
名杉,21611,37
名仕,21610,40
铭士达,21619,37
名梭,21618,40
名梭凉席,21617,37
明天,21614,40
明维陶瓷,21613,40
铭鑫,21612,40
铭鑫显卡,10965,40
明星,10964,40
铭瑄,10967,40
铭瑄显卡,10966,40
铭瑄主板,10968,40
明艳,21609,40
明艳安瓶,10961,40
明阳,10960,40
明一,10963,37
明一奶粉,10962,38
明月,18098,69
酩悦,18099,57
明月镜片,15462,63
明治,18094,43
明治米粉,18095,43
明治奶粉,18096,43
明治雪糕,18097,75
明珠,18091,43
明珠星,18092,43
名族,18093,43
名族浴霸,7665,58
魔笔小良,1361,75
摩登,20399,72
摩登橄榄,20398,72
摩登妈咪,18076,57
摩登五金,20397,72
魔典,18077,57
魔典硬盘,20396,72
莫顿,18078,43
摩多比,20395,72
摩恩,18079,43
摩恩花洒,20394,72
摩恩水槽,18072,62
摩凡陀,19343,49
莫菲特,18073,62
莫干山,18074,57
摩根,18075,57
墨盒,18070,62
墨菊,18071,62
摩卡咖啡,20393,72
茉莉花,20392,72
茉莉花茶,20391,72
摩力克,20390,72
墨林,18087,43
墨林水槽,18088,43
摩曼,18089,57
摩曼壁纸,18084,43
莫奈,18085,43
陌尚,18086,43
墨水,18080,43
摩太紫,18081,43
摩腾,18082,43
摩腾篮球,18058,43
摩腾排球,20379,72
摩托车,18059,49
摩托罗达,20378,72
摩托罗拉,20377,72
魔吻,20376,72
摩西,20375,72
摩星,20374,72
模型,18056,43
莫耶,20373,72
某某人,18057,61
木地板,20372,72
慕柯丝,18050,70
木林森,18051,70
牧马人,19381,75
木马智慧,18052,70
木门,20371,72
木棉花,20370,72
慕娜美,18069,62
慕娜美笔,20389,72
慕纱,20388,72
慕诗,20387,72
幕思,18065,62
慕思,20386,72
木糖醇,18066,62
牧田,20385,72
木头记,18067,62
木玩世家,20384,72
牧羊娃,18068,62
沐浴露,20383,72
木浴桶,18061,43
木之韵,18062,62
纳爱斯,18063,62
纳贝,18064,62
纳贝斯克,19391,31
纳川,20382,72
纳川餐具,20381,72
纳川毛巾,20380,72
纳川浴巾,18036,70
纳川桌子,20357,72
纳和,21688,37
纳和枕头,18037,70
纳金斯,19367,62
纳丽德,20356,72
娜丽斯,21687,58
拿破仑,18038,70
纳薇,20355,72
纳伟仕,21686,58
奶茶,18039,70
奈纯,20354,72
耐德,21685,58
奈尔,18032,70
耐尔,20353,72
耐尔内衣,21684,40
耐尔袜子,18033,70
奶粉,19363,46
耐克,21683,40
耐浪,18034,70
耐浪泳衣,20351,72
耐力,18035,70
耐力墨盒,20350,72
奶瓶,21681,40
耐普,19360,62
奈士迪,18030,70
耐适康,18031,70
奶糖,19361,69
耐威克,20359,72
奈维特,20358,72
南柏,21689,40
南柏氧吧,21680,40
南玻,18047,70
南玻玻璃,20368,72
南车,21699,40
南车汽车,18048,70
南方,20367,72
南方寝饰,21698,40
南方沙发,18049,70
南孚,20366,72
南歌,21697,37
南歌鼠标,20365,72
南海岸,21696,40
南极,18043,70
南极人,20364,72
南极星,21695,40
南街村,18044,70
南骏,20363,72
南抗,21694,37
男联盟,18045,70
南南,20362,72
南山,21693,40
南山米粉,18046,70
南山奶粉,19376,57
男士护肤,20361,72
男士内裤,21692,37
男士香水,18040,70
男鞋,18041,70
南亚,18042,70
南亚内存,20369,72
南洋,18645,55
南阳玉,20360,72
男装,21691,40
男子汉,21690,37
脑白金,14843,65
内存条,5595,5
内裤,22083,23
内衣,16040,65
能耐,9300,62
能强,9301,62
能强瓷片,9305,57
尼古拉,9302,62
妮好,9312,43
妮好纸巾,9315,43
霓佳,9316,43
尼康,9313,43
尼克,9314,43
妮莱娅,11501,40
妮蕾迪,9308,61
妮飘,9307,61
妮飘纸巾,9322,70
妮飘纸品,9323,70
尼桑,9320,70
尼桑汽车,9321,70
尼塔库,9326,70
妮维雅,9327,70
念慈庵,9324,70
年代,9325,70
年代厨卫,9319,69
年年红,9317,43
鸟巢,9318,43
宁波,9333,70
宁光,9334,70
宁红,9331,70
宁锐,9332,69
宁锐熨斗,9337,70
宁夏红,9338,70
纽巴伦,9335,70
纽倍乐,9336,70
纽贝斯特,9330,70
牛初乳,9328,70
纽崔莱,9329,70
纽崔派,8013,58
钮璀西,8014,66
牛尔,9345,70
纽福克斯,8011,56
纽海尔斯,9342,70
牛黄片,8012,55
纽康特,9343,70
纽徕佛,8017,66
牛栏,9348,70
牛栏牌,8018,66
牛浪汉,9349,70
牛老大,8015,66
纽利兹,9346,70
纽曼,8016,66
牛奶,9347,70
牛肉干,10929,55
纽斯葆,10928,55
牛头,9340,70
牛头牌,8010,55
纽欣康,9341,70
牛仔裤,10932,55
农夫果园,10931,58
农夫山泉,10934,55
侬侬,10933,55
农药,10936,55
农用车,10935,55
侬缘,10938,55
努比,10937,55
努比奶瓶,8008,55
努比奶嘴,9339,70
努力安,8009,55
奴曼妮,10930,55
暖宝宝,8024,66
暖倍儿,9355,70
诺贝,8025,66
诺贝尔,9356,70
诺帝卡,8022,66
诺顿,9353,70
诺顿杀毒,13461,21
诺多纯美,8023,66
诺基亚,9354,70
诺卡,8028,55
诺拉,9359,70
诺力,8029,58
诺力汽车,8026,66
诺瑞,9357,70
诺瑞猫粮,8027,55
诺丝,9358,70
诺托,10939,55
诺托五金,8020,66
诺瓦帝,9351,70
诺维家,8021,66
挪亚,9352,70
诺亚,9350,70
诺亚杯子,10943,55
诺亚餐具,10942,55
诺亚信,10945,57
诺亚舟,10944,55
诺伊曼,10947,57
女儿红,10946,57
女裤,10949,57
女女坊,10948,57
女王,8019,66
女鞋,10941,55
女性日记,10940,58
女装,8035,55
欧芭,9366,70
欧宝,8036,59
欧豹,9367,70
欧贝特,8033,58
欧铂莱,9364,70
欧达,8034,56
欧帝,9365,70
欧迪,8037,69
欧迪芬,9368,70
欧迪亚商,8038,69
欧典,9369,70
欧凡,10907,55
欧凡耳机,10906,55
欧坊,10909,55
藕粉,10908,55
欧峰铁艺,8031,55
欧橄,9362,70
讴歌,8032,55
欧格陶瓷,9360,70
欧华,8030,58
欧华导航,9361,70
欧蕙,10910,55
欧嘉霓,10911,55
欧捷,10914,55
欧捷电料,10916,55
欧康,10915,55
欧科,8046,37
欧克国际,9377,70
欧克家纺,8047,40
欧来,9378,70
欧莱克,9375,70
欧莱雅,8045,40
欧蓝德,9376,70
欧乐,8048,38
欧勒,9379,70
欧勒餐具,8049,37
欧乐牙膏,10918,55
欧乐牙刷,9370,70
欧蕾,10917,55
欧镭,9373,70
欧蕾精油,9374,70
欧莉拉,9371,70
欧丽薇兰,9372,70
欧利雅,10921,55
欧琳,10923,55
欧琳厨具,10922,55
欧琳水槽,10925,55
欧林雅,3106,58
欧龙,10924,55
欧龙油漆,10927,55
欧璐,10926,55
欧璐电料,8216,58
欧路莎,210,45
欧玛特,8057,32
欧脉,9388,70
欧脉枕头,8058,32
欧美,9389,70
欧美尔,8055,62
欧美家居,9386,67
欧美特,8056,32
欧美轩,9387,70
欧美娅,9380,70
欧米茄,8050,66
欧米兰,9381,70
欧木林,8053,66
欧姆龙,9384,70
欧娜斯,8054,66
欧尼士,9385,70
欧诺思,8051,66
欧派,9382,67
欧派厨柜,8052,66
欧派厨具,9383,70
欧珀莱,9107,54
欧普,8068,40
欧润芙,9399,70
欧善,8069,40
欧仕达,8066,59
欧时力,9397,70
欧诗漫,8067,55
欧舒丹,9398,70
欧斯达,9391,70
欧斯迪,9392,70
欧司朗,9390,70
欧司明,8064,58
欧通,9395,70
欧通电瓶,8065,55
欧西亚,9396,70
欧象,9393,70
欧象地板,8063,55
欧亚,9394,70
欧雅,10901,55
欧雅壁纸,10900,55
欧亚马,10903,55
欧雅纳特,10902,55
欧野,10905,58
欧姿丽雅,10904,55
帕加尼,8079,40
帕杰罗,8077,40
帕可丽,8078,37
帕拉丁,8070,37
帕兰朵,8075,40
帕萨特,8076,37
帕森,8073,40
帕斯克,8074,37
帕坦汀,8088,55
帕娃斯特,8089,55
拍得丽,19373,78
派尔高,8082,40
派格,8083,40
派克,8080,37
派克笔,8081,57
派克钢笔,8086,40
派克兰蒂,8087,40
派乐天,8084,37
拍里奥,8085,40
派丽蒙,18135,55
派尼尔,19467,43
派瑞宁,20456,72
派斯,21787,43
拍拖宝贝,18136,55
湃雅,19466,43
潘多拉,20455,72
攀高,21786,43
潘高寿,8099,40
盘锦,18137,58
盘锦大米,19469,43
攀能,20454,72
盼你乐,21785,43
盼盼,18138,55
潘趣,19468,43
潘趣雪茄,20453,72
潘婷,21784,43
潘婷彩妆,18131,37
磐英,20452,72
磐正,18132,40
磐正主板,19462,43
攀枝花,20451,72
旁氏,18133,40
跑步机,19465,43
泡菜,20450,72
跑车,18134,40
抛光砖,19464,43
泡泡,21780,30
跑鞋,8093,38
培乐多,8094,37
佩雷思,8091,40
培罗成,19461,43
沛纳海,8092,40
培培乐,18130,40
沛体健,19460,43
培芝,8097,40
培芝奶粉,8098,40
鹏锦,20459,72
鹏锦五金,8095,37
朋克,20458,72
彭浦,21789,71
蓬翔,8096,40
蓬翔汽车,20457,72
鹏志,21788,71
鹏志手表,8090,40
皮包,18139,55
皮床,18146,37
皮带,19478,61
皮尔,20467,72
皮儿卡丹,21798,61
皮尔卡丹,18147,40
皮尔萨,19477,57
啤酒,20466,72
皮具,21797,61
皮康王,18148,40
匹克,20465,72
匹克篮球,21796,61
匹克球鞋,18149,37
霹雳风,19479,61
皮凉鞋,20464,72
屁屁乐,21795,61
皮皮熊,18142,58
蜱虱消,19474,43
皮特芬,20463,72
皮鞋,21794,61
皮衣,18143,37
片仔癀,19473,43
漂亮宝贝,20462,72
漂流木,21793,61
飘牌,18144,40
飘飘龙,19476,43
飘柔,20461,72
飘泳衣,21792,61
飘游泳镜,18145,38
品高,19475,43
品格,20460,72
品格吊顶,21791,61
品果,19470,43
品皇,18140,55
品客,19472,43
品库,18141,55
品利,19471,43
品利精油,20469,72
品木宣言,20468,72
品尼高,21799,61
品牌,10913,55
品牌床,18902,40
品牌鞋,21790,61
品尚空间,18113,40
品胜,20434,72
平安,21765,40
平安堂,18114,40
平安行,20433,72
平安之星,21764,40
苹果,18115,37
萍果,20432,72
苹果贝比,21763,37
苹果醋,18116,40
乒乓球,20431,72
普尔,21762,41
菩尔,1652,60
普尔兰德,20430,72
普吉尼,21761,41
浦科特,21760,41
普拉达,18112,40
普兰娜,20439,72
普乐,20438,72
普乐大床,20437,72
普乐沙发,20436,72
普乐桌子,21767,40
普力马,20435,72
普利思,21766,40
普利司通,16808,78
普霖,18117,55
普林生活,18118,40
浦诺菲,18119,40
葡萄酒,18124,40
普天,19456,43
普田,20445,72
普田炉具,21776,69
普天视,18125,40
普田灶具,20444,72
朴欣,21775,61
汽巴,18126,40
齐白石,19458,43
琪贝斯,20443,72
漆彩,21774,61
漆彩工艺,22155,37
七彩虹,18127,40
七彩狐,19457,43
七彩人生,20442,72
七彩云南,21773,61
汽车,18120,41
汽车漆,20441,72
汽车贴膜,21772,61
汽车音响,18121,55
骐达,20440,72
奇迪,18122,40
七度,21770,57
契尔氏,18123,37
启发,20449,72
旗发馆,20448,72
齐峰,20106,55
奇富力,20447,72
奇海,20446,72
奇海泳衣,21777,69
启亨,18128,40
启亨声卡,18129,40
启亨显卡,19459,62
奇皇,18651,37
琦基,19423,43
旗舰,20412,72
琦珂,21743,40
奇兰,19422,43
奇兰茶叶,20411,72
琪朗,21742,40
其乐,6874,6
齐乐,20410,72
骑乐多,21741,37
奇乐氏,21740,40
奇丽尔,19421,43
奇力速,19420,43
麒麟,20419,72
启路,20418,72
齐鲁,21749,40
启路文具,20417,72
齐鲁油漆,21748,40
奇美,20416,72
齐美,21747,38
祁门红茶,20415,72
奇妮,21746,40
柒牌,20414,72
柒牌男装,21745,37
七匹狼,20413,72
齐普达,21744,40
淇淇,22144,38
奇强,2132,55
奇趣画钟,3781,60
旗人,18102,61
奇瑞,20423,72
绮瑞,21754,40
七色麻,18103,61
奇声,19433,46
奇盛,20422,72
奇胜,21753,40
奇胜插座,18104,61
奇胜电料,20421,72
奇声功放,21752,40
奇胜开关,18105,61
奇声音响,19435,57
骑士,20420,72
骑士保罗,21751,40
骑士内裤,21750,40
奇爽,18100,57
绮娑,19432,43
琪特,18101,61
奇伟,20429,72
奇伟鞋油,20428,72
七喜,21759,37
七洗,20427,72
祺祥,21758,40
器械,20426,72
齐心,21757,40
齐心文具,20425,72
七星,21756,37
齐星,20424,72
齐星汽车,21755,40
启雅,18106,61
起亚,18107,61
奇裕,18108,61
旗云,18109,61
琪孕儿,21721,37
齐云山,21720,40
奇正,19402,43
杞争红,21729,40
妻之爱,21728,40
奇智奇思,21727,40
妻之友,21726,37
起重机,21725,40
恰恰,21724,57
恰恰瓜子,21723,55
千爱,21722,58
千爱抱枕,21719,37
千爱枕头,20401,72
千百度,21732,40
千百惠,20400,72
钱包,21731,40
倩碧,19414,19
仟波俪,21730,40
千步沙,19413,30
钱潮,8430,40
钱潮汽车,20409,72
千道,20408,72
千灯湖,21739,40
前锋,21738,40
千古一香,20406,72
千红,21737,40
千家乐,20405,72
钱江,21736,40
千金,20404,72
千丽,21735,40
千丽灯饰,20403,72
千里马,21734,40
千里明,20402,72
前列康,21733,40
千纳,19419,77
千年舟,19418,62
千鸟流,11549,75
千千醉竹,18197,57
千趣会,18198,57
千仞岗,18199,55
千榕家纺,18193,57
牵手,18194,57
乾唐轩,18195,57
千喜鹤,18196,57
千纤草,18190,57
千羽居,18191,57
千智,18192,57
千竹坊,4239,75
千逐梦,18179,40
茜子,20499,72
千子晨,20498,72
千姿态,20497,72
千足,18175,40
千足珍珠,20496,72
强化地板,18176,40
强辉,20495,72
强辉地砖,18177,55
强乐,20494,72
墙面漆,18178,37
强强,20493,72
强强锁具,18171,37
强人,18172,40
强生,18173,37
枪手,18174,40
枪手蚊香,3649,56
蔷薇之恋,18170,37
强氧,20492,72
巧帮,20491,72
乔本,20490,72
侨波,18186,57
巧帛,18187,57
巧帛皮草,18188,57
乔丹,18189,57
巧得缘,18182,40
巧康,18183,55
巧克力,18184,57
壳牌,18185,57
壳牌石油,18180,40
乔山,18181,38
巧盛,18157,41
巧手,19489,61
桥头,20478,72
巧媳妇,18158,41
乔雅,19488,61
俏妍,20477,72
切瑞蒂,18159,40
切维浓,20476,72
琴岛,20475,72
沁兰,18153,40
秦岭,19485,61
秦岭水泥,20474,72
秦妈,18154,37
秦妈火锅,19484,61
勤茂,20473,72
勤茂内存,18155,40
亲密育儿,19487,61
亲亲,20472,72
亲亲爱,18156,41
亲亲果冻,19486,61
亲润,20471,72
亲润湿巾,19481,61
勤上光电,18150,40
亲泰儿,19480,61
亲娃,18151,37
沁香坊,19483,61
秦俑,18152,55
琴宇坊,19482,61
沁园,10810,40
秦韵,20479,72
秦韵古筝,20470,72
沁竹,18168,38
庆邦,20489,72
青春宝,18169,40
青岛,19499,61
青岛啤酒,20488,72
清妃,20487,72
清风,20486,72
清华力合,18164,40
清华同方,19496,61
清华紫光,20485,72
清凉音,576,78
倾灵叶,18165,37
倾慕童话,19495,61
青鸟,20484,72
青鸟泳衣,18166,40
青啤,19498,61
青苹果,20483,72
轻骑,18167,40
轻骑兵,19497,61
轻骑铃木,20482,72
情人草,18160,40
情人恰恰,19492,61
青山,18161,40
青山纸业,19491,61
青食,18162,40
青水,19494,61
青水汽车,18163,40
轻松伴侣,19493,61
青特,11901,38
青特汽车,19490,61
清田,20481,72
清田塑料,900,78
青蛙王子,20480,72
清新剂,2188,56
清心堂,5939,67
清扬,15894,69
情怡,9400,70
情怡袜子,9403,70
清悠居,9404,70
晴雨伞,9401,70
清源五彩,9402,70
庆展餐具,5562,76
轻舟,9410,70
轻舟装潢,9411,70
轻舟装饰,9414,70
青专,9412,70
青专汽车,9413,70
